video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split,sync_offset,sync_confidence,sync_min_distance,n_tracks,sync_status,sync_error,crop_path,sync_score
id08313__00202_id04562_wavtolip__28222fc1f2,id08313,id04562,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),men,00202_id04562_wavtolip.mp4,FakeVideo-RealAudio/Asian (South)/men/id08313,FakeVideo-RealAudio/Asian (South)/men/id08313/00202_id04562_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/men/id08313/00202_id04562_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,8.575103759765625,6.58573579788208,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id08313__00202_id04562_wavtolip__28222fc1f2/00000.avi,0.5123392114373876
id07768__00143__f81873b53d,id07768,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00143.mp4,RealVideo-RealAudio/Asian (South)/men/id07768,RealVideo-RealAudio/Asian (South)/men/id07768/00143.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07768/00143.mp4,1,0,0,0,REAL,train,-3.0,5.105539321899414,8.672754287719727,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07768__00143__f81873b53d/00000.avi,0.35439296872841286
id01227__00052__112ee11319,id01227,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00052.mp4,RealVideo-RealAudio/Caucasian (American)/women/id01227,RealVideo-RealAudio/Caucasian (American)/women/id01227/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01227/00052.mp4,1,0,0,0,REAL,train,0.0,6.701790809631348,7.480748176574707,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01227__00052__112ee11319/00000.avi,0.1302874881732268
id05620__00005__282a4add77,id05620,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00005.mp4,RealVideo-RealAudio/Asian (East)/women/id05620,RealVideo-RealAudio/Asian (East)/women/id05620/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id05620/00005.mp4,1,0,0,0,REAL,train,4.0,4.736455917358398,8.777047157287598,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05620__00005__282a4add77/00000.avi,0.39099242830267494
id06470__00052__175274abe7,id06470,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00052.mp4,RealVideo-RealAudio/Asian (East)/men/id06470,RealVideo-RealAudio/Asian (East)/men/id06470/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06470/00052.mp4,1,0,0,0,REAL,train,-2.0,5.4773664474487305,8.523306846618652,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06470__00052__175274abe7/00000.avi,0.3038673908753701
id06438__00110__86f7264f92,id06438,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00110.mp4,RealVideo-RealAudio/Asian (South)/women/id06438,RealVideo-RealAudio/Asian (South)/women/id06438/00110.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06438/00110.mp4,1,0,0,0,REAL,val,-3.0,6.051523208618164,8.460784912109375,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06438__00110__86f7264f92/00000.avi,0.5766895176364504
id00696__00005__a8fb13b8d3,id00696,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00005.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00696,RealVideo-RealAudio/Caucasian (American)/men/id00696/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00696/00005.mp4,1,0,0,0,REAL,val,-2.0,6.340324878692627,7.024881839752197,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00696__00005__a8fb13b8d3/00000.avi,0.09957460629276667
id07108__00412_fake__75158c7729,id07108,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (South),men,00412_fake.mp4,RealVideo-FakeAudio/Asian (South)/men/id07108,RealVideo-FakeAudio/Asian (South)/men/id07108/00412_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (South)/men/id07108/00412_fake.mp4,1,0,1,1,FAKE,train,-7.0,1.4823493957519531,12.39760398864746,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07108__00412_fake__75158c7729/00000.avi,0.9389847574024934
id00234__00063_id00234_wavtolip__2cf6e470db,id00234,id00234,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),women,00063_id00234_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/women/id00234,FakeVideo-FakeAudio/Caucasian (European)/women/id00234/00063_id00234_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/women/id00234/00063_id00234_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,5.648736000061035,8.989102363586426,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00234__00063_id00234_wavtolip__2cf6e470db/00000.avi,0.5464950040334022
id00848__00028_id00458_wavtolip__821664efac,id00848,id00458,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),women,00028_id00458_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (American)/women/id00848,FakeVideo-RealAudio/Caucasian (American)/women/id00848/00028_id00458_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/women/id00848/00028_id00458_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,9.552879333496094,6.233486175537109,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00848__00028_id00458_wavtolip__821664efac/00000.avi,0.6822656328201702
id06462__00014_id08819_wavtolip__5a195c746f,id06462,id08819,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00014_id08819_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/women/id06462,FakeVideo-FakeAudio/Asian (East)/women/id06462/00014_id08819_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/women/id06462/00014_id08819_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.812262535095215,7.809821605682373,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06462__00014_id08819_wavtolip__5a195c746f/00000.avi,0.7490406922215965
id01044__00336__5cc172877a,id01044,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00336.mp4,RealVideo-RealAudio/Caucasian (American)/men/id01044,RealVideo-RealAudio/Caucasian (American)/men/id01044/00336.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01044/00336.mp4,1,0,0,0,REAL,train,-1.0,6.6368818283081055,7.827155113220215,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01044__00336__5cc172877a/00000.avi,0.2837502762473064
id00529__00409__7c4dd8a5fc,id00529,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00409.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00529,RealVideo-RealAudio/Caucasian (American)/men/id00529/00409.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00529/00409.mp4,1,0,0,0,REAL,train,0.0,7.7642340660095215,7.256419181823731,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00529__00409__7c4dd8a5fc/00000.avi,0.2985203126719387
id04583__00077__f2c90841de,id04583,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00077.mp4,RealVideo-RealAudio/Asian (South)/women/id04583,RealVideo-RealAudio/Asian (South)/women/id04583/00077.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id04583/00077.mp4,1,0,0,0,REAL,train,-2.0,7.5052971839904785,7.087357997894287,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04583__00077__f2c90841de/00000.avi,0.36896935915847345
id01637__00002_id02316_wavtolip__203ac2cec5,id01637,id02316,-,wav2lip,C,FakeVideo-RealAudio,African,men,00002_id02316_wavtolip.mp4,FakeVideo-RealAudio/African/men/id01637,FakeVideo-RealAudio/African/men/id01637/00002_id02316_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id01637/00002_id02316_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,8.143769264221191,7.456359386444092,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01637__00002_id02316_wavtolip__203ac2cec5/00000.avi,0.7192896695519901
id00707__00052__09f3a466c2,id00707,-,-,real,A,RealVideo-RealAudio,African,women,00052.mp4,RealVideo-RealAudio/African/women/id00707,RealVideo-RealAudio/African/women/id00707/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00707/00052.mp4,1,0,0,0,REAL,train,-1.0,7.667916297912598,7.198843479156494,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00707__00052__09f3a466c2/00000.avi,0.3530581024808974
id01075__00160_fake__80457d5917,id01075,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),women,00160_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/women/id01075,RealVideo-FakeAudio/Caucasian (American)/women/id01075/00160_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/women/id01075/00160_fake.mp4,1,0,1,1,FAKE,train,-11.0,1.9000015258789065,12.638242721557615,2.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01075__00160_fake__80457d5917/00001.avi,0.9963098663142298
id04055__00001_fake__eed214599e,id04055,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00001_fake.mp4,RealVideo-FakeAudio/African/women/id04055,RealVideo-FakeAudio/African/women/id04055/00001_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04055/00001_fake.mp4,1,0,1,1,FAKE,train,-10.0,4.577746391296387,11.330304145812988,2.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04055__00001_fake__eed214599e/00000.avi,0.9985017495263699
id00403__00052__886c3adf24,id00403,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00052.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00403,RealVideo-RealAudio/Caucasian (European)/women/id00403/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00403/00052.mp4,1,0,0,0,REAL,train,-1.0,7.932690143585205,7.551820278167725,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00403__00052__886c3adf24/00000.avi,0.5852920632245318
id04414__00001__d126842ec4,id04414,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00001.mp4,RealVideo-RealAudio/Asian (East)/women/id04414,RealVideo-RealAudio/Asian (East)/women/id04414/00001.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id04414/00001.mp4,1,0,0,0,REAL,train,0.0,6.545880317687988,8.015379905700684,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04414__00001__d126842ec4/00000.avi,0.23058317613859072
id02316__00094__844a37ef8f,id02316,-,-,real,A,RealVideo-RealAudio,African,men,00094.mp4,RealVideo-RealAudio/African/men/id02316,RealVideo-RealAudio/African/men/id02316/00094.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02316/00094.mp4,1,0,0,0,REAL,train,0.0,6.002885818481445,8.301666259765625,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02316__00094__844a37ef8f/00000.avi,0.19015603622045205
id03205__00150__eadd695a3f,id03205,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00150.mp4,RealVideo-RealAudio/Caucasian (European)/men/id03205,RealVideo-RealAudio/Caucasian (European)/men/id03205/00150.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id03205/00150.mp4,1,0,0,0,REAL,train,0.0,5.181206703186035,8.880317687988281,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03205__00150__eadd695a3f/00000.avi,0.17182046735890164
id03556__00043__c9ea1b62c8,id03556,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00043.mp4,RealVideo-RealAudio/Caucasian (American)/women/id03556,RealVideo-RealAudio/Caucasian (American)/women/id03556/00043.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id03556/00043.mp4,1,0,0,0,REAL,train,-3.0,5.392233848571777,8.126310348510742,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03556__00043__c9ea1b62c8/00000.avi,0.24268853860123907
id00616__00305_fake__2be6fd78d2,id00616,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),women,00305_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/women/id00616,RealVideo-FakeAudio/Caucasian (American)/women/id00616/00305_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/women/id00616/00305_fake.mp4,1,0,1,1,FAKE,train,15.0,1.2606964111328125,12.790749549865724,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00616__00305_fake__2be6fd78d2/00000.avi,0.9989923594014187
id03656__00052_fake__e5bd64f193,id03656,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00052_fake.mp4,RealVideo-FakeAudio/African/women/id03656,RealVideo-FakeAudio/African/women/id03656/00052_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id03656/00052_fake.mp4,1,0,1,1,FAKE,train,4.0,1.9421625137329104,12.531617164611816,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03656__00052_fake__e5bd64f193/00000.avi,0.8957564251487364
id00529__00409_id01042_wavtolip__8a61c2371c,id00529,id01042,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00409_id01042_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id00529,FakeVideo-RealAudio/Caucasian (American)/men/id00529/00409_id01042_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00529/00409_id01042_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,7.898277282714844,7.0712432861328125,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00529__00409_id01042_wavtolip__8a61c2371c/00000.avi,0.4905925102167225
id03379__00032__5aa93c43ab,id03379,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00032.mp4,RealVideo-RealAudio/Asian (East)/women/id03379,RealVideo-RealAudio/Asian (East)/women/id03379/00032.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id03379/00032.mp4,1,0,0,0,REAL,train,-1.0,5.734532356262207,9.399222373962402,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id03379__00032__5aa93c43ab/00000.avi,0.626820294128641
id07210__00005__273c2ad8a3,id07210,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00005.mp4,RealVideo-RealAudio/Asian (South)/men/id07210,RealVideo-RealAudio/Asian (South)/men/id07210/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07210/00005.mp4,1,0,0,0,REAL,train,-2.0,3.6922311782836914,9.6256103515625,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07210__00005__273c2ad8a3/00000.avi,0.20437643738882283
id00149__00284_id04530_w5_pttl9hzu__ab0d5acb78,id00149,id04530,-,fsgan,C,FakeVideo-RealAudio,Asian (South),women,00284_id04530_W5-PTTL9HzU.mp4,FakeVideo-RealAudio/Asian (South)/women/id00149,FakeVideo-RealAudio/Asian (South)/women/id00149/00284_id04530_W5-PTTL9HzU.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id00149/00284_id04530_W5-PTTL9HzU.mp4,1,1,0,1,FAKE,train,-1.0,5.059758186340332,8.319028854370117,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00149__00284_id04530_w5_pttl9hzu__ab0d5acb78/00000.avi,0.09906222880459488
id00185__00015__fcf0acfe38,id00185,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00015.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00185,RealVideo-RealAudio/Caucasian (European)/men/id00185/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00185/00015.mp4,1,0,0,0,REAL,train,-2.0,5.789712905883789,8.383807182312012,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00185__00015__fcf0acfe38/00000.avi,0.3438653459402465
id01099__00206__d847011753,id01099,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00206.mp4,RealVideo-RealAudio/Caucasian (European)/men/id01099,RealVideo-RealAudio/Caucasian (European)/men/id01099/00206.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id01099/00206.mp4,1,0,0,0,REAL,train,-4.0,6.209158897399902,7.350195407867432,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01099__00206__d847011753/00000.avi,0.29339916518415793
id00701__00092_fake__4ff115abf6,id00701,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00092_fake.mp4,RealVideo-FakeAudio/African/men/id00701,RealVideo-FakeAudio/African/men/id00701/00092_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id00701/00092_fake.mp4,1,0,1,1,FAKE,train,13.0,1.240534782409668,13.689653396606444,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00701__00092_fake__4ff115abf6/00000.avi,0.999412636911233
id04221__00053__af590f5524,id04221,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00053.mp4,RealVideo-RealAudio/Caucasian (American)/men/id04221,RealVideo-RealAudio/Caucasian (American)/men/id04221/00053.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id04221/00053.mp4,1,0,0,0,REAL,train,-1.0,5.586911201477051,8.52224063873291,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04221__00053__af590f5524/00000.avi,0.23886303502784903
id01035__00012__36c9444d40,id01035,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00012.mp4,RealVideo-RealAudio/Caucasian (American)/men/id01035,RealVideo-RealAudio/Caucasian (American)/men/id01035/00012.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01035/00012.mp4,1,0,0,0,REAL,train,-5.0,6.455377578735352,7.237953662872315,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01035__00012__36c9444d40/00000.avi,0.43443165608616
id04219__00130_id03678_wavtolip__072acbc90e,id04219,id03678,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00130_id03678_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id04219,FakeVideo-RealAudio/Caucasian (American)/men/id04219/00130_id03678_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id04219/00130_id03678_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,5.9166717529296875,8.8102388381958,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04219__00130_id03678_wavtolip__072acbc90e/00000.avi,0.5605665344956868
id00220__00027__1694157be1,id00220,-,-,real,A,RealVideo-RealAudio,African,women,00027.mp4,RealVideo-RealAudio/African/women/id00220,RealVideo-RealAudio/African/women/id00220/00027.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00220/00027.mp4,1,0,0,0,REAL,val,-2.0,7.414899826049805,8.061348915100098,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00220__00027__1694157be1/00000.avi,0.7282721161512565
id00188__00020__3f6fd00a67,id00188,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00020.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00188,RealVideo-RealAudio/Caucasian (European)/women/id00188/00020.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00188/00020.mp4,1,0,0,0,REAL,train,0.0,6.557966232299805,7.787681102752685,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00188__00020__3f6fd00a67/00000.avi,0.17177954344248914
id00597__00019_fake__3fe1b8c564,id00597,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),men,00019_fake.mp4,RealVideo-FakeAudio/Asian (East)/men/id00597,RealVideo-FakeAudio/Asian (East)/men/id00597/00019_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id00597/00019_fake.mp4,1,0,1,1,FAKE,train,12.0,1.2253904342651367,12.85250759124756,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00597__00019_fake__3fe1b8c564/00000.avi,0.9960556103631399
